0,AggregatedData
max,2014.0,739482.0,0.0027339654102951274,3.564579486557971e-05,0.0005159934588865454,0.0002339475470667305,0.0020221258912504407,0.028484658735128367,0.004265810895428929,0.022888227927363808,0.0020473791113238726,0.5783881362035664,0.047447219320735604,0.9733241638917041,15.1,0.002114902943018159
0,Ohio
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,11330102.12,0.0038270579881896304,4.806639934784478e-05,0.00040526566838361514,0.0015795405052905385,0.001788170229455916,0.03686543222716341,0.008698681792744233,0.024816591627472726,0.0033519467561686934,0.5063468611933905,0.06186635091042946,0.9381336490895704,12.652000000000001,0.00104463948875108
std,7.359800721939872,216349.926277493,0.0008226167437242325,9.237953599476164e-06,5.817919737495997e-05,0.00025284785201152085,0.000546324053244231,0.004119468013769997,0.0007718905422064149,0.0028071661673288815,0.0010691661392268168,0.008591659150014985,0.016946460770934566,0.01694646077093457,1.7260552327972207,0.0002873801893519382
min,1990.0,10847115.0,0.0028488473035957833,3.526802902532138e-05,0.0003105771212508118,0.0010999500352030587,0.001241789992313346,0.027990636322777245,0.006800404651892508,0.019636432573873593,0.0015537990970111426,0.4917546872508175,0.03984327199093333,0.8967846539401334,9.8,0.0005976103432358224
25%,1996.0,11173000.0,0.0033185634661726145,4.137442373347739e-05,0.00036680526913237274,0.0013855809982612436,0.0014067946574990373,0.03409977964305832,0.008353709836212298,0.022705035996277177,0.0024770349062460005,0.49963764558594614,0.05002967887825708,0.9337080928979579,11.5,0.0007959807134150485
50%,2002.0,11408699.0,0.003517316041031497,4.6105169397492215e-05,0.00040721194941714466,0.0015664362781417933,0.0014832541379170402,0.03688219016438918,0.00866285353990272,0.02516018697662196,0.003586129354904141,0.5091344537815126,0.058040678532115496,0.9419593214678845,12.5,0.0010633181657233152
75%,2008.0,11485910.0,0.004354192740926158,5.143546353160252e-05,0.0004215204555751712,0.0016917572616707117,0.0023119971392812446,0.039756800576472705,0.009115529941882784,0.026823275085570166,0.004074823234583371,0.5126998850582041,0.06629190710204215,0.949970321121743,13.7,0.0012661583151779231
max,2014.0,11594163.0,0.005618429472529482,7.157875491361185e-05,0.0005254593655727214,0.002151567784989487,0.002869823567053661,0.044711582411554984,0.010551512935368863,0.029155590090501875,0.005004479385684249,0.5223981302036109,0.10321534605986658,0.9601567280090667,15.6,0.0015006235423066215
0,Oklahoma
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,3488930.08,0.005296785781654934,6.330778490694903e-05,0.00043579798662822614,0.0009763854738246895,0.0038099189659672023,0.0415371886400917,0.010823098534224586,0.026789238013945175,0.00392485209192194,0.4779252788024611,0.04883838635225366,0.9511616136477463,15.488000000000005,0.0011402034014560086
std,7.359800721939872,224071.53071041845,0.0006481829705121457,1.5626588724714326e-05,4.027320274891466e-05,0.00017867397108327568,0.0004839360272591149,0.006551801461105274,0.0018279217943041757,0.00423175629909431,0.0009193394752405704,0.006820389993311364,0.010124145121601306,0.01012414512160131,2.422519349767923,0.0003195134872934035
min,1990.0,3145585.0,0.0040597712613887746,4.512576033682899e-05,0.00032928911971503213,0.0007578273567851195,0.0027704638231936607,0.029907291059349143,0.007608976777252285,0.01956936615841308,0.002728948123683778,0.4631697726512622,0.030370952958506118,0.932052434838177,10.8,0.0006350559843898601
25%,1996.0,3301000.0,0.005002497756489417,5.278773145007898e-05,0.00041573396602380636,0.0008512021133293848,0.003633271709805974,0.03558273592907006,0.009635420038724548,0.022322351710494744,0.0030777455723338346,0.47452491488703186,0.04085934947532923,0.943137334695067,13.7,0.000824733082095928
50%,2002.0,3489700.0,0.005082125189544866,5.902764717720182e-05,0.00043264121796381626,0.0009115430702689645,0.003709952074846999,0.041756451076876894,0.010072692032210489,0.027878133818377605,0.003695455456757211,0.47893365646773706,0.04652443767728226,0.9534755623227178,15.2,0.0012870063310220078
75%,2008.0,3642361.0,0.005595417545975279,6.87900456337082e-05,0.00045734097075670786,0.0010660405937594668,0.003966614173228347,0.04808810709838107,0.01235004642525534,0.02948949498769275,0.004745549416820135,0.48122297975977885,0.05686266530493296,0.9591406505246708,17.0,0.0014002198899121035
max,2014.0,3878051.0,0.006641244661378889,0.00012202562538133008,0.0005086614173228347,0.0013623910336239104,0.004917937766931056,0.05085007874015748,0.01478236220472441,0.03317358376249621,0.006016686880182859,0.49320556847974595,0.067947565161823,0.9696290470414939,21.2,0.001661771064369168
0,Oregon
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,3472953.32,0.00357014202337096,2.932450759278834e-05,0.00037315321806897383,0.0009321156423873575,0.002226733252351704,0.04426767234889857,0.007990261818849953,0.031887527430286944,0.004389883099761675,0.5198488008204913,0.06873092740188397,0.9312690725981162,12.36,0.0024599365178142843
std,7.359800721939872,348880.25740380224,0.001073995442724148,1.0123274874458589e-05,7.566519560316992e-05,0.0003266329176205897,0.0006894373964044254,0.010145509375431896,0.002329910497536272,0.006659351217201608,0.0014127862741681936,0.014704515023286754,0.017221595529008354,0.01722159552900834,1.4127396551853897,0.0009494271244433152
min,1990.0,2842321.0,0.002323285827377143,1.9077919272345715e-05,0.0002545780775689219,0.0005271722936578881,0.0014084794391471143,0.02879045820667219,0.0043397891159700965,0.022045524211514723,0.0023540488425064805,0.48642386027940454,0.04904011019362799,0.8872042144180816,9.2,0.0012868377902148572
25%,1996.0,3204000.0,0.0026144704833168868,2.1715363800850466e-05,0.0003227964647143603,0.0006809804469573117,0.0016151474112812518,0.033025598539337106,0.005654391083032185,0.024452647187643468,0.0030017994438082773,0.512820300710749,0.05509285560174812,0.9247615544930734,11.6,0.0019847671638911412
50%,2002.0,3520355.0,0.0029860529275375393,2.4183511394032605e-05,0.0003516690788286977,0.0007914342002642336,0.0018377423836019918,0.046268659416902835,0.007671931090811677,0.03378210436163398,0.004586040774423438,0.5191238877481177,0.06415515575775718,0.9358448442422428,11.8,0.0024541409993155375
75%,2008.0,3790060.0,0.004630774032459426,3.839122486288848e-05,0.00040271353684859695,0.001221598002496879,0.0029719101123595504,0.0524880219028063,0.01024802110817942,0.03656926121372032,0.005309925093632959,0.5315258465908244,0.07523844550692657,0.9449071443982519,13.5,0.002704014499218647
max,2014.0,3970239.0,0.005223814071951608,4.8606610499027866e-05,0.0005342231348391512,0.0015139402082633524,0.0033868194842406876,0.06041547277936963,0.01176009582477755,0.04236708054759631,0.00705249513933895,0.5423461304082876,0.11279578558191844,0.950959889806372,15.0,0.006256256256256257
0,Pennsylvania
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,12315973.32,0.004077812405869352,5.5944358490522754e-05,0.00026974938129530464,0.0015466248008714964,0.0021989013597628897,0.02567097543326093,0.005006278241358229,0.01778984980541871,0.002874847386483987,0.5006676759802119,0.05966077421669166,0.9403392257833084,11.288,0.0016220348044097973
std,7.359800721939872,295877.6016349103,0.0003728897513837865,5.927245890048327e-06,2.0696116114515728e-05,0.00024313250107818674,0.0001957640661528656,0.003476602207248604,0.0009412015983500744,0.00152705880176757,0.0012882490016988164,0.0074417535652890904,0.0131350813408824,0.013135081340882409,1.228589977711577,0.0004167522424000775
min,1990.0,11881643.0,0.003140951242761419,4.7804228929523265e-05,0.00021343688464769143,0.0010584014072187293,0.0017352496545571439,0.01931742884627912,0.0035754479339471187,0.01472221186030509,0.0010197690520269123,0.48897469299701296,0.04132128554237247,0.9153628523119651,8.6,0.0009599199268268039
25%,1996.0,12048000.0,0.00397792827781573,5.13456733839598e-05,0.0002620067187970321,0.0013921032390186024,0.0020648608349900597,0.02363507730202516,0.004403530837011221,0.01699119554159677,0.0018068361096341108,0.4959842402123424,0.04972238263047856,0.929529513595936,11.0,0.001255806660972775
50%,2002.0,12328827.0,0.004174551792828685,5.538809860961771e-05,0.00027338632864921974,0.001548848125824443,0.002223093220356814,0.024483424099166755,0.004548511968190705,0.01760203157400312,0.002703309844883431,0.5018468374164741,0.05628799461747609,0.9437120053825239,11.2,0.0015673684421360714
75%,2008.0,12448279.0,0.004269797651761179,5.956294303957978e-05,0.0002852078156461861,0.0017615408912723602,0.0023253262293463674,0.02853925962815405,0.005617544731610338,0.01866516779082355,0.004042468480424685,0.5052194817098575,0.07047048640406399,0.9502776173695214,12.2,0.0020021573182874212
max,2014.0,12787209.0,0.004803002654280027,6.831009296148739e-05,0.00030262408581124546,0.0019388847086364016,0.0026045952222959524,0.03108552796588914,0.007290574207624316,0.02079943596549436,0.00505502479749644,0.5182676255890473,0.08463714768803489,0.9586787144576275,13.9,0.0024097016378834247
0,Rhode Island
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,1034104.4,0.0030363612905253677,3.117523370544344e-05,0.0003123571121720665,0.0008130548212034041,0.001871275031207526,0.03217429192465085,0.006976571728983222,0.020950248677897795,0.004247471517769826,0.527462791499798,0.06871013166947283,0.9312898683305271,11.235999999999997,0.003161506633647607
std,7.359800721939872,33419.55138463112,0.0006818055712102384,7.682812974614085e-06,5.7169649069684773e-05,0.0001679576319328263,0.0005475006763102391,0.007035322380319571,0.0022778487442947997,0.0031402467019298833,0.0019132090927046167,0.00982260058191217,0.023296826140153923,0.023296826140153916,1.5318507325019188,0.0007377057700594494
min,1990.0,987000.0,0.002192057605719631,1.79612641704921e-05,0.0002397711086238939,0.0005013395907590509,0.0013111722844459234,0.02173577223829647,0.0045708144541226885,0.015427801886515291,0.0017371558976584883,0.513247186123083,0.04093001350351938,0.8879697337587171,7.5,0.0018508631429079907
25%,1996.0,1000000.0,0.0025276268857276634,2.5252525252525253e-05,0.00027382146439317956,0.0007081357564774434,0.0014689184494108025,0.026165746779604048,0.005336287705747546,0.018126696866799265,0.0030203283697222243,0.5185082021789169,0.05044755857855961,0.9143522316835162,10.3,0.002620613260674817
50%,2002.0,1050646.0,0.0028566543132320524,3.0383333222560764e-05,0.00029631934335633514,0.0007713152504823043,0.001592812457020084,0.03178708007772443,0.006314871713667309,0.021022227012960748,0.004076819281766108,0.5268444131910123,0.06323398863551928,0.9367660113644807,11.2,0.00328561861711033
75%,2008.0,1057832.0,0.0034717171717171718,3.680429270170876e-05,0.00035526315789473687,0.0008795032809669576,0.0023242424242424244,0.036463636363636365,0.008217171717171717,0.023108324974924776,0.004643434343434344,0.5363409859405588,0.08564776831648382,0.9495524414214404,12.4,0.003681
max,2014.0,1079916.0,0.0046195219123505975,4.783430197794839e-05,0.00046929421866694424,0.0012290836653386455,0.003044820717131474,0.049207545063898656,0.01271096920268191,0.026952636068658168,0.009543939792558577,0.5430820361741145,0.11203026624128293,0.9590699864964807,14.0,0.004836032388663968
0,South Carolina
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,4119607.88,0.008090106787494887,7.977914304266643e-05,0.0004415607613240756,0.0014255260828881858,0.0061342328530003334,0.04493785833895527,0.011044281866478916,0.030271109815176736,0.003622466657299618,0.4870353597280998,0.0660861630494743,0.9339138369505257,15.199999999999998,0.0008152128872557639
std,7.359800721939872,428935.4781097929,0.00163553397698949,1.5381222496457945e-05,7.555853981502173e-05,0.00030311914806119,0.0012817768138360505,0.005124173419683861,0.0017233183349850952,0.003220420295180644,0.0005041298353584863,0.016838850736871663,0.020598357796963465,0.02059835779696346,2.581343319539912,0.00035706031886431513
min,1990.0,3486703.0,0.004977152527417588,5.71477123878557e-05,0.00030626084070256235,0.0008271112028973931,0.003657747716390873,0.03460271554037863,0.007598786710431617,0.02433407925782238,0.0026406511915831104,0.45913843227759676,0.03761099456953018,0.8875495702479569,11.1,0.0004174777421729987
25%,1996.0,3699000.0,0.007309701325952052,6.847339423471138e-05,0.00037635608732532704,0.0013025585222297285,0.00539265145765436,0.04240144649314702,0.010049571137872967,0.028196794499754454,0.003439747460883887,0.47496180341490873,0.05218621822637536,0.9308242708650319,13.7,0.0004780748992214666
50%,2002.0,4103770.0,0.008151890943779426,7.393570842770536e-05,0.0004354863525863926,0.0014721639358899951,0.006161307197587469,0.0451868040275054,0.010419277103841643,0.030859533432019057,0.0038543424993193573,0.4870806768084168,0.06437131923605582,0.9356286807639441,14.9,0.0006946680730360803
75%,2008.0,4479800.0,0.009725,8.37720760826326e-05,0.0004885638297872341,0.0017063558145989453,0.007311516853932584,0.04948598390230364,0.012546419820310373,0.032954118873826904,0.0038848338439665684,0.5022467746362888,0.06917572913496804,0.9478137817736246,16.7,0.001198314606741573
max,2014.0,4832482.0,0.010304585152838427,0.00011292134831460674,0.0005893258426966292,0.0018734559429041998,0.007804312227074236,0.05217247904839146,0.014548595505617977,0.0350500135171668,0.004284671532846715,0.5118842930521763,0.11245042975204309,0.9623890054304698,19.9,0.0013793013555787278
0,South Dakota
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,766711.36,0.0021610239839739407,2.1934180306135806e-05,0.0004896299006989272,0.0001772529476464715,0.001467027222052032,0.022569532179002354,0.004344521550124213,0.017111643017268006,0.0011133676116101355,0.5358898189649501,0.034722016985686895,0.965277983014313,12.612,0.0010005188878192612
std,7.359800721939872,46188.51967018788,0.0005479945221672478,1.0508812924313907e-05,9.716520733217857e-05,3.4063611184219075e-05,0.0004571560467801461,0.004579227770472076,0.0008895699060705708,0.003702512948619827,7.301358978085687e-05,0.018426188307989536,0.0066794878947579435,0.006679487894757938,2.111737041710765,0.0005056082036751687
min,1990.0,696004.0,0.001543360433604336,5.6258790436005626e-06,0.00034338883109867184,0.00012356250826144679,0.0009362752596515473,0.01724335172856301,0.0032263107425930873,0.012730218858986673,0.0009796742093416834,0.4978805120910384,0.024565713712410592,0.9501795647396029,7.7,0.0003363905412137018
25%,1996.0,732000.0,0.0017374706662918924,1.3550135501355014e-05,0.000420249653259362,0.00014820136295016164,0.0011230152764068742,0.01859911486435186,0.0037625587491257086,0.013869714774166366,0.0010666066433991245,0.5244757281553398,0.030652662124370546,0.9622933348695202,11.5,0.0006154124393693153
50%,2002.0,760437.0,0.0019742547425474254,2.1288926210216318e-05,0.00047146821324568517,0.0001845040271552081,0.0012531645569620253,0.02103001300567963,0.004001135409397878,0.015963189587040082,0.0011070241629312486,0.5404678924023816,0.03322336426855623,0.9667766357314438,13.1,0.0008772331204528667
75%,2008.0,804194.0,0.0025558740785800753,2.757638358509772e-05,0.0005369540277465672,0.00018858728529827406,0.0017180816252687918,0.027497902097902097,0.005407407407407408,0.021088959258854834,0.001152268171293345,0.5530608376203581,0.03770666513047986,0.9693473378756294,14.1,0.0013689320388349515
max,2014.0,853175.0,0.0032654496439769097,4.600879887191399e-05,0.0007193839196112449,0.00025925925925925926,0.00245670583409031,0.03047560975609756,0.005897581792318634,0.023773712737127372,0.0012864982429047764,0.556347908159285,0.04982043526039719,0.9754342862875894,16.5,0.0021392405063291138
0,Tennessee
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,5754994.8,0.0070700925303635,7.785736067136248e-05,0.00040191138369149434,0.0017321938104983537,0.0048503687336707525,0.0413671036189307,0.01056562501457978,0.02646084121105758,0.004340637393293331,0.4965248341134431,0.06039820440337678,0.9396017955966234,15.496000000000002,0.0010738921686951966
std,7.359800721939872,530390.5876384876,0.0005904194036330494,1.8023053354710763e-05,7.548909965951771e-05,0.0003500127584414917,0.0003258141254339016,0.004536060083071534,0.0014377116403873002,0.0021128689666241067,0.001556119279004653,0.015462605725257737,0.017266807079602164,0.017266807079602164,1.6714464793505457,0.00053190997115776
min,1990.0,4877185.0,0.005858307544292841,5.156012472317215e-05,0.0002841502487574343,0.001109270046868759,0.004192377365221947,0.030605623273875032,0.007121620581700297,0.02156030092748107,0.0018324622237435452,0.46156184611851675,0.03861797768617133,0.8953140375773252,11.9,0.00043386679584166214
25%,1996.0,5320000.0,0.006704277159878085,6.578179059333388e-05,0.00034180446330879305,0.0015331338284637183,0.004702627388535031,0.03999281485392179,0.010040575182983014,0.0254505416546635,0.0030898384653110403,0.4877317615176607,0.0515041236166312,0.9341881844349272,14.6,0.000585626529942787
50%,2002.0,5789796.0,0.0071784912629045995,7.236710100919364e-05,0.0003842311939834949,0.0017384062271114137,0.004870398383524497,0.043075610954168335,0.010436505380288114,0.02700196116885664,0.004584099336142414,0.4955673661502255,0.05343716097543865,0.9465628390245614,15.5,0.0009799999861825875
75%,2008.0,6214888.0,0.007549800470023076,9.454887218045113e-05,0.00046522556390977444,0.0020743961352657006,0.005084635106314627,0.04389609872611465,0.011431887366818874,0.027995243531202436,0.005715387052162261,0.5027534430250499,0.06581181556507282,0.9484958763833687,16.5,0.001633982458395907
max,2014.0,6549352.0,0.007896609538002981,0.00011043811831213406,0.0005692995529061103,0.002237218045112782,0.005451878816168254,0.04722131147540984,0.013649909145972139,0.029218144560357675,0.006485159817351598,0.5201841512819741,0.1046859624226748,0.9613820223138286,19.6,0.0018480942736144356
0,Texas
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,21755555.36,0.005735683237923124,7.339880107389144e-05,0.0003934532008633031,0.0016875177657660722,0.0035723340299372184,0.046092255031958934,0.01048261080084917,0.030829497837323458,0.004780146393786297,0.49585526917697903,0.06011686193594715,0.9398831380640529,16.684,0.004052425555517948
std,7.359800721939872,3125626.9966598684,0.0012509231265743087,3.142341549124999e-05,8.050701162393671e-05,0.0004524837324605419,0.0007382595381015359,0.01031896801613728,0.0029143927514896075,0.005612948108593429,0.0019533032902997564,0.0123673049734209,0.011353444213663888,0.011353444213663884,1.0486817121192367,0.0015530405679822883
min,1990.0,16986510.0,0.004058840763857702,4.300971902693755e-05,0.0002871087384166621,0.0011165827044850342,0.0024355863892357586,0.030193837153287103,0.006277933882599068,0.02137310893907243,0.002482000338267667,0.47822466008321485,0.04286561863950542,0.9185304289480946,14.9,0.0018899272636641235
25%,1996.0,19128000.0,0.005080163278836077,5.631608764822127e-05,0.00033536029058156097,0.0014512651821862348,0.0030687681504393757,0.040152928489048355,0.0091761098866703,0.027376593183312835,0.003509848779383741,0.48508975656763126,0.049531779583172605,0.9327732810185689,15.9,0.002628768086240447
50%,2002.0,21736925.0,0.005530648850261503,6.071599675935227e-05,0.0003767536838510979,0.001584836817661623,0.0035633340399063487,0.04497696175728696,0.009686670753992103,0.030716953441295547,0.004467763485393601,0.4938019417307059,0.060568786350230164,0.9394312136497699,16.6,0.004054943374005293
75%,2008.0,24326974.0,0.006444479297365119,7.721664575491426e-05,0.00043789209535759097,0.0017288553923795569,0.00421439774153074,0.05020471053193762,0.010685382685069009,0.033778466139713734,0.0054855708908406525,0.5095436747823193,0.0672267189814311,0.9504682204168274,17.4,0.0050942106387524035
max,2014.0,26956958.0,0.008400657098391839,0.00015286183641708456,0.0005502745272031502,0.0028647184275750765,0.0048768124150430445,0.07065318302582461,0.018515398395550352,0.04304733579764178,0.009443195573231887,0.5116479486342366,0.08146957105190543,0.9571343813604946,19.1,0.008020935320286774
0,Utah
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,2336571.68,0.002582420038763663,2.39543095725576e-05,0.0003859428127636488,0.000532896239222905,0.0016244955391827597,0.04253525210245309,0.00666630330578213,0.03288374910057613,0.0029851996960948307,0.5034972813712317,0.0448462512930299,0.95515374870697,9.435999999999998,0.002099136637925654
std,7.359800721939872,395014.37111227564,0.0004289474344608013,6.307190673726002e-06,4.5860684844322614e-05,8.744401176967246e-05,0.00031935012140408295,0.009714691159603852,0.0015078336721565141,0.007929160471167037,0.0006534262480483849,0.0159014443131552,0.013466914537119156,0.013466914537119158,1.5539948519863251,0.0008963802667970421
min,1990.0,1722850.0,0.0019709723072528014,1.4005743072903124e-05,0.00031900377120332976,0.00038339266622061885,0.0011937196685448581,0.028784852502733695,0.0039138238378308215,0.022391163552167213,0.002112880056576987,0.47723945787503264,0.025807571869187484,0.9216247426451069,5.7,0.0009611642697691069
25%,1996.0,2000000.0,0.0022535129825959088,1.909580292266668e-05,0.0003494031323931997,0.00046829458889911986,0.0013841152370286372,0.033756830081887894,0.005479477636060407,0.025690097733392193,0.0024220430107526883,0.4886017872950939,0.03536648467330407,0.9501560314564614,8.4,0.0013176145059945578
50%,2002.0,2318789.0,0.0023993225797915574,2.2486943518419618e-05,0.000386446345977398,0.0005348368853786735,0.0014848809033277512,0.04210861790356949,0.006424950373214029,0.03202261450207239,0.002893197962178411,0.5102807298440257,0.04073473891353073,0.9592652610864693,9.4,0.0019763764961052946
75%,2008.0,2736424.0,0.002905129619415334,2.9402574787862618e-05,0.000418,0.0005688249122094204,0.0018626113706939084,0.051916666666666667,0.008007688364941055,0.04012142857142857,0.003370089932068967,0.5170284028276948,0.04984396854353854,0.964633515326696,10.2,0.0030435
max,2014.0,2942902.0,0.003340456532297232,3.89543823680164e-05,0.0004745021855269548,0.0006885,0.002181,0.05762019477191184,0.008904808159300632,0.04572116863147104,0.004440990772219524,0.5262940432972304,0.07837525735489313,0.9741924281308125,12.9,0.0035789534782482515
0,Vermont
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,604989.48,0.0012055586231515638,1.9442972220564693e-05,0.00024160354793244343,0.00013241190121424673,0.0008099303128023748,0.027421092007666584,0.006372029696933004,0.019912197180909294,0.0011368651298242856,0.5575562549439715,0.04465318545940126,0.9553468145405987,9.704,0.0012574929183258835
std,7.359800721939872,21972.00234032696,0.00013774501775942033,6.325695899673352e-06,4.926476198818877e-05,3.06437652294686e-05,0.00013313996835186647,0.006048905387796579,0.0017006605254163236,0.004150752652592706,0.0003738914635816207,0.012310655171821849,0.010650831455318107,0.010650831455318104,1.4920567460164957,0.00028030583818545925
min,1990.0,562758.0,0.0009689655172413793,1.0344827586206897e-05,0.0001580051136200408,8.947368421052632e-05,0.0005603448275862069,0.015243503436212218,0.003246286879829929,0.011607789811702593,0.0003894267446796965,0.5354038800705467,0.027942991469240078,0.9340245261364805,6.8,0.0007985385298857463
25%,1996.0,589000.0,0.001134969375536893,1.4782524428121617e-05,0.00020928088850121336,0.00011172078740810966,0.0007170575333220854,0.0236974744009756,0.005349020384752416,0.017332675760210768,0.0009432291918167624,0.5467470085470085,0.03678462283996784,0.9499762103985169,9.0,0.0010512710314119144
50%,2002.0,616408.0,0.0011829059829059829,2.0925418588854158e-05,0.0002330064858791686,0.00012241379310344827,0.000771381412739583,0.025597566275532377,0.005750402002539309,0.01899657153894442,0.00107650063385,0.558608073393903,0.04292568719831199,0.957074312801688,9.9,0.0013089983022071307
75%,2008.0,622387.0,0.0012909373621739256,2.243920578033941e-05,0.0002699490662139219,0.00015449915110356537,0.000936814893747163,0.030328257191201354,0.006730050933786078,0.022138747884940777,0.0013582342954159593,0.5674638730757571,0.05002378960148316,0.9632153771600321,10.5,0.0014948275862068966
max,2014.0,626855.0,0.001476239722179664,3.6458333333333336e-05,0.0003975694444444444,0.00019217281756558102,0.0010676804044737246,0.04213711755319338,0.010873235031754325,0.029184836110726104,0.002079046410712953,0.5787779850746269,0.06597547386351953,0.9720570085307599,12.6,0.0017549769259271736
0,Virgina
,year,population,violentCrimeRate,murderManslaughterRate,rapeRate,robberyRate,aggravatedAssaultRate,propertyCrimeRate,burglaryRate,larcenyTheftRate,motorVehicleTheftRate,laborForceRate,unemploymentRate,employmentRate,povertyRate,admittedImmigrantRate
count,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
mean,2002.0,7259062.4,0.0029042602106584326,6.062936525684559e-05,0.0002453020719678694,0.0010006151717600268,0.0015892684847969032,0.02965461917884233,0.004870628695373468,0.02253089348720378,0.002253096996265082,0.517805457685289,0.04558409068846646,0.9544159093115334,9.94,0.003344629004482436
std,7.359800721939872,673101.8030881361,0.000607059415310015,1.7255951486162656e-05,4.221834436127484e-05,0.00026744817394634105,0.00030740117581593744,0.006724686666005719,0.0013736788101081784,0.004701052197092639,0.0007360180110501745,0.007492148472265665,0.013667103207252134,0.013667103207252132,1.2199726772896733,0.0010995587269207448
min,1990.0,6187358.0,0.0019148298908903641,3.751056218461514e-05,0.00017198538268369017,0.0005154757419541887,0.0010727527224771187,0.01930271697271137,0.002776987443025338,0.015605151346536254,0.0009205781831497802,0.5072969626264414,0.02300445695753785,0.9284990837409538,7.9,0.001912025157674777
